"maquina","Co0","CoX","R"
"trace18A.csv",11.3060900941277,0.205259788799126,0.0346398529389545
"trace18B.csv",1.55976835171154,0.963800919341065,0.0556837803593385
"trace25A.csv",4.54532932488115,0.020206042316238,0.00354010234477749
"trace25B.csv",2.27346936962545,0.248697147513023,0.00476803582495508
"trace28A.csv",4.33137626196502,-0.0579529421253991,0.00142754761496857
"trace28B.csv",1.7361583500684,0.145689229346012,0.244895926010836
"trace29A.csv",4.86166121289786,0.110453602011243,0.0641267623658449
"trace29B.csv",2.25380321786474,0.212204710815962,0.310055629891896
"trace2A.csv",40.2696019798043,0.789270566237605,0.0557025408948357
"trace2B.csv",16.6443089579838,0.614187771593223,0.0982944285885638
"trace31A.csv",12.4087280327128,0.156974971146817,0.0591368325388573
"trace31B.csv",10.1422608564517,-0.0512589723270259,0.00102828644913436
"trace32A.csv",7.58634015763014,0.0507668087811165,0.00518792687345921
"trace32B.csv",6.47398601129217,0.171762713015037,0.215065585215061
"trace32C.csv",5.38617669033665,0.0332067291256213,0.00587801875086108
"trace33A.csv",8.28558121789984,-0.196938187122036,0.00282418815998416
"trace33B.csv",7.02013389417252,0.347051012852905,0.346046270542709
"trace33C.csv",6.58222886520657,0.168149044558997,0.26185583087074
"trace5A.csv",32.0878348603493,0.0571575274037235,0.000383598492756525
"trace5B.csv",1.83694304205818,0.0718961966774621,0.00340441985362846
"trace6A.csv",35.6517172966895,-0.045461349691397,0.000307020017430169
"trace6B.csv",1.84073585393111,0.643058138154616,0.0983511121117449
"trace9A.csv",26.4551427482792,2.47401717709197,0.114339831569706
"trace9B.csv",15.1922154665497,0.234558140391775,0.0018841010628996
"trace9C.csv",4.57566690459676,0.627526175565332,0.0731112020724881
