"maquina","Co0","CoX","R"
"trace18BA.csv",5.51175362601755,0.123416949119457,0.0465207669557975
"trace18BB.csv",1.80187705125349,0.0797326642659649,0.0196663145485092
"trace31AA.csv",12.424647662933,0.150176673501419,0.0701277391671868
"trace31AB.csv",11.3797936693149,0.0659901497292609,0.015545771262792
"trace33BA.csv",7.22025598169148,0.144721180822569,0.291094012394382
"trace33BB.csv",7.11823781122254,-0.00738165069817686,0.000617563312425861
"trace6BA.csv",2.89372462240524,0.0961576165829153,0.158227188540757
"trace6BB.csv",1.1529317152154,0.0258720924311371,0.00247202399656779
"trace9AA.csv",30.3613569904022,0.0356398989132961,0.000155140196238276
"trace9AB.csv",23.4184496536047,0.0958609361976696,0.000580867782534277
