"maquina","spearman","Rlinear","Rpoli2","Rpoli3"
"trace18A.csv",0.155982550315825,0.0346398529389546,0.0445384904646033,0.0448598878680658
"trace18B.csv",0.593432208609364,0.0556837803593398,0.104500337764671,0.125205827084817
"trace18BA.csv",0.00877495426088782,0.046520766955799,0.193243801512039,0.242652182839224
"trace18BB.csv",0.555469214964172,0.0196663145485133,0.0532018770685498,0.205903941572718
"trace25A.csv",0.285758280799083,0.00354010234477767,0.415255164437149,0.417487839230708
"trace25B.csv",0.129946191411626,0.00476803582495508,0.0134159469514232,0.0164243663718468
"trace28A.csv",-0.0138375549304209,0.00142754761496859,0.00143735844819068,0.00200265148990858
"trace28B.csv",0.58282851232372,0.244895926010835,0.261316152794771,0.303144602991794
"trace29A.csv",0.165345766783289,0.0641267623658451,0.0642172934048577,0.0642666727932735
"trace29B.csv",0.426541836217164,0.310055629891896,0.310815372822062,0.311302380752537
"trace2A.csv",0.247133090496902,0.0557025408948362,0.055703108035326,0.0565365323377019
"trace2B.csv",0.336189163829076,0.0982944285885642,0.115683964545004,0.120657572766455
"trace31A.csv",0.552897153140976,0.0591368325388568,0.212537243830701,0.350243102820692
"trace31AA.csv",0.550470770554143,0.0701277391671872,0.245875722563245,0.405711126938463
"trace31AB.csv",-0.326872396830533,0.0155457712627919,0.206963204225494,0.345530175394087
"trace31B.csv",0.378941585565568,0.00102828644913468,0.0239503916788986,0.194480150353341
"trace32A.csv",0.36480102628966,0.00518792687345969,0.0752064428017026,0.133213724349994
"trace32B.csv",0.594948202024,0.215065585215061,0.305127779147969,0.33724543454123
"trace32C.csv",0.16655071363725,0.00587801875086114,0.00629613041132062,0.0211957092141583
"trace33A.csv",-0.126741403222814,0.00282418815998414,0.00495826877046683,0.00633420532563075
"trace33B.csv",0.430840307983437,0.34604627054271,0.374150915501788,0.374451776160413
"trace33BA.csv",0.699496044085742,0.291094012394377,0.430731877928709,0.442117342608484
"trace33BB.csv",-0.0814861062418992,0.000617563312425798,0.0011695338275684,0.00795752838529847
"trace33C.csv",0.476618243400277,0.261855830870716,0.289114660850521,0.296563413647179
"trace5A.csv",-0.0247651167339936,0.000383598492756539,0.0096676882267304,0.026535411219135
"trace5B.csv",0.0694181800089351,0.00340441985362794,0.00567976694754841,0.00653312495398718
"trace6A.csv",-0.00752661550503057,0.000307020017430175,0.00105189883851045,0.0119077635320625
"trace6B.csv",0.492875206789883,0.0983511121117454,0.139152970302625,0.160459093846535
"trace6BA.csv",0.442240937293124,0.158227188540773,0.17464892171106,0.174759942507323
"trace6BB.csv",0.21209313397078,0.00247202399656785,0.00952562132121062,0.0218932425661978
"trace9A.csv",0.628333401238079,0.114339831569708,0.21865826244722,0.294259928524282
"trace9AA.csv",0.141246437328505,0.000155140196238279,0.00225115651982556,0.00539093701146464
"trace9AB.csv",0.120423421834003,0.000580867782534287,0.0142952613081073,0.024767396599516
"trace9B.csv",0.294147615340021,0.0018841010628996,0.00842695739629129,0.010674077051914
"trace9C.csv",0.45543268068904,0.0731112020724869,0.0839486642261644,0.086734056034381
"xsys1.csv",0.376995546444068,0.151536392722037,0.156518192017663,0.157482232928677
"xsys10.csv",0.361452432283904,0.14144891464826,0.226892989176114,0.258536815876133
"xsys13.csv",0.324615384354531,0.0621114500920902,0.0991536884033692,0.101277626397744
"xsys14.csv",0.70927638229907,0.405245841245217,0.405303712561714,0.441055213405219
"xsys18.csv",0.555597800083222,0.310799388574519,0.50149653716075,0.63558166616218
"xsys19.csv",0.375050328412788,0.0423896381197386,0.15089200392274,0.283122431864832
"xsys2.csv",0.535367823154226,0.207809121477103,0.25768513634924,0.260036221610045
"xsys25.csv",0.608834485012203,0.297876162154008,0.304025148926311,0.445993359654298
"xsys27.csv",0.491557713727448,0.249049722318144,0.359546601468122,0.491365021064792
"xsys28.csv",0.35736510267695,0.0813608695564875,0.388273853894981,0.534510812654524
"xsys29.csv",0.668528439285068,0.0103433647011303,0.255280963261899,0.432835727187033
"xsys31.csv",0.556245840933089,0.0367630404186271,0.146286331103907,0.276836112635349
"xsys32.csv",0.366724307280981,0.128297273536753,0.434060108518725,0.536902011197553
"xsys33.csv",-0.369311537322416,0.171021491769948,0.223009206973725,0.223179175674346
"xsys40.csv",0.371623470008367,0.0811335772272993,0.101075782636881,0.119852489450544
"xsys5.csv",0.697782120066535,0.394020381404245,0.511387045461073,0.598449145759751
"xsys6.csv",0.702779952987219,0.313508960385763,0.477031366706968,0.536747571689978
"xsys9.csv",0.539033888296055,0.00612686724510982,0.0687382981919185,0.158059885233824
