"maquina","Co0","CoX","R"
"xsys1.csv",10.9900701777539,0.379598247685313,0.151536392722036
"xsys10.csv",15.1142301889944,0.31239052201619,0.141448914648261
"xsys13.csv",4.80045986786854,0.335687895126023,0.0621114500920904
"xsys14.csv",2.17991800008041,0.449796266017902,0.405245841245217
"xsys18.csv",5.74566919623715,3.33710922900546,0.310799388574519
"xsys19.csv",1.97726751475484,0.788649694624746,0.0423896381197385
"xsys2.csv",14.1570676064209,8.2412402626757,0.207809121477102
"xsys25.csv",3.47143633685121,0.402936178670461,0.297876162154012
"xsys27.csv",11.5962251532511,0.792318683879096,0.249049722318145
"xsys28.csv",3.61375535595852,-0.350919458639992,0.0813608695564876
"xsys29.csv",3.39693102633613,0.127309698153198,0.0103433647011302
"xsys31.csv",11.6938251732173,0.531621451170241,0.036763040418627
"xsys32.csv",7.58867517455941,-0.582265467242632,0.128297273536757
"xsys33.csv",8.77992095274564,-2.07023121056025,0.171021491769944
"xsys40.csv",18.4258884792117,0.455827327156787,0.0811335772272994
"xsys5.csv",9.90403793450591,13.6608305221998,0.394020381404245
"xsys6.csv",12.1940315111321,11.7179594399704,0.313508960385762
"xsys9.csv",10.7760487535125,1.21530011767972,0.0061268672451099
