"maquina","spearman","kendall"
"xsys1.csv",0.376995546444068,0.273009305506509
"xsys10.csv",0.361452432283904,0.246106836603563
"xsys11.csv",-0.102839202482266,-0.0704390482974776
"xsys13.csv",0.324615384354531,0.214475049933708
"xsys14.csv",0.70927638229907,0.511931793483001
"xsys15.csv",0.0175327112410249,-0.0176554882584591
"xsys16.csv",0.186237856317809,0.127993352845239
"xsys17.csv",0.220929021735503,0.147880355648334
"xsys18.csv",0.555597800083222,0.394305490929694
"xsys19.csv",0.375050328412788,0.248329758738178
"xsys2.csv",0.535367823154226,0.368269203617927
"xsys20.csv",0.240362695384564,0.166059645710094
"xsys21.csv",0.11239938154127,0.0746885302867745
"xsys22.csv",0.151213739895487,0.102209373922958
"xsys23.csv",0.154364655907707,0.103760294265992
"xsys24.csv",0.107549286418517,0.0724455321033748
"xsys25.csv",0.608834485012203,0.477371176072143
"xsys26.csv",0.208079474391268,0.105867764533793
"xsys27.csv",0.491557713727448,0.343301520442573
"xsys28.csv",0.35736510267695,0.22438818313829
"xsys29.csv",0.668528439285068,0.438314545810634
"xsys30.csv",-0.200878553755899,-0.0866414913883725
"xsys31.csv",0.556245840933089,0.425040479218303
"xsys32.csv",0.366724307280981,0.283702304577825
"xsys33.csv",-0.369311537322416,-0.250121256206205
"xsys35.csv",-0.108687925546062,-0.0666109604504955
"xsys36.csv",-0.108687925546062,-0.0666109604504955
"xsys4.csv",0.149733539038308,0.136488317779197
"xsys40.csv",0.371623470008367,0.251018934168159
"xsys5.csv",0.697782120066535,0.467971745782957
"xsys6.csv",0.702779952987219,0.490281526147398
"xsys8.csv",0.135575261787155,0.0924745691740427
"xsys9.csv",0.539033888296055,0.40072879085874
