"maquina","spearman","kendall"
"trace18BA.csv",0.00877495426088782,-0.0207790956466722
"trace18BB.csv",0.555469214964172,0.402627809713147
"trace31AA.csv",0.550470770554143,0.379120493335576
"trace31AB.csv",-0.326872396830533,-0.167000820268996
"trace33BA.csv",0.699496044085742,0.506375710314347
"trace33BB.csv",-0.0814861062418992,-0.0567976364842568
"trace6BA.csv",0.442240937293124,0.312164653034236
"trace6BB.csv",0.21209313397078,0.151958052456933
"trace9AA.csv",0.141246437328505,0.101894216535502
"trace9AB.csv",0.120423421834003,0.0835178020629105
