Maquina,Porcentagem
abchlc520,0.100806451612903
abchlp557,0.257616487455197
abchlp558,0.336021505376344
abchlp579,0.112007168458781
abchlp582,6.5076164874552
abchlp583,0.515232974910394
abchlp584,0.0112007168458781
abchlp750,0.392025089605735
abchlp752,0.145609318996416
abchlp753,0.0672043010752688
abchlp754,0.268817204301075
abchlp755,0.0224014336917563
abchlp756,0.0672043010752688
abchlp757,0.100806451612903
abchlp758,0.134408602150538
abchlp759,0.0672043010752688
