YYYYMMDDhhmm,UTIS,CPU_UTIL,MEM_UTIL,NET_UTIL,DISK_UTIL,CPU_ALLOC,MEM_ALLOC,PHYS_CPUS,PHYS_MEM
201106271120,1309191600,0.05040,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271125,1309191900,0.04080,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271130,1309192200,4.36920,2.48763,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271135,1309192500,4.38000,2.48763,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271140,1309192800,4.60260,2.48763,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271145,1309193100,4.41900,2.49401,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271150,1309193400,4.54440,2.48443,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271155,1309193700,4.23900,2.38544,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271200,1309194000,3.92520,2.40460,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271205,1309194300,3.82500,2.35989,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271210,1309194600,3.21000,2.22896,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271215,1309194900,2.05200,2.11400,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271220,1309195200,1.64700,2.05972,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271225,1309195500,2.39400,3.37538,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271230,1309195800,1.75020,2.84848,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271235,1309196100,2.18280,2.94747,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271240,1309196400,2.20380,2.52275,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271245,1309196700,2.74620,2.80058,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271250,1309197000,2.09880,2.80377,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271255,1309197300,1.88760,2.23216,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271300,1309197600,4.09140,2.54830,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271305,1309197900,2.04180,2.05333,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271310,1309198200,0.69180,1.95753,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271315,1309198500,0.42840,1.99585,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271320,1309198800,1.65060,2.55469,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271325,1309199100,3.07080,3.71707,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271330,1309199400,1.73040,2.41737,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271335,1309199700,1.51860,2.42376,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271340,1309200000,1.11480,2.23535,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271345,1309200300,0.12240,2.14274,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271350,1309200600,0.06240,2.14274,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271355,1309200900,0.21000,2.20661,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271400,1309201200,0.66540,2.20342,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271405,1309201500,0.41460,2.18106,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271410,1309201800,0.66360,2.47166,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271415,1309202100,2.59800,2.94747,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271420,1309202400,1.33140,1.92879,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271425,1309202700,0.04800,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271430,1309203000,0.05640,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271435,1309203300,0.04980,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271440,1309203600,0.05340,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271445,1309203900,0.04860,1.84257,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271450,1309204200,0.05640,1.84257,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271455,1309204500,0.04560,1.83937,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271500,1309204800,0.06240,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271505,1309205100,2.07240,3.18059,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271510,1309205400,1.46040,3.83842,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271515,1309205700,1.05960,3.83522,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271520,1309206000,0.93900,3.98531,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271525,1309206300,0.81060,3.97254,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271530,1309206600,0.44400,7.71516,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271535,1309206900,1.38360,3.07201,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271540,1309207200,0.20640,3.07521,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271545,1309207500,0.70560,2.11720,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271550,1309207800,3.39540,5.22114,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271555,1309208100,1.98780,5.74485,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271600,1309208400,0.73560,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271605,1309208700,0.06120,1.83618,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271610,1309209000,2.22720,2.65687,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271615,1309209300,1.33440,2.23216,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271620,1309209600,1.14060,4.17691,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271625,1309209900,3.74400,4.70062,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271630,1309210200,5.80800,6.26856,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271635,1309210500,5.29200,5.76721,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271640,1309210800,3.07680,5.50216,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271645,1309211100,3.17100,6.96791,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271650,1309211400,1.85220,5.59157,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271655,1309211700,2.30700,4.25994,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271700,1309212000,2.69460,4.48667,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271705,1309212300,4.62600,4.19607,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271710,1309212600,0.79380,3.53824,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271715,1309212900,1.43820,3.75539,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271720,1309213200,4.33800,5.76082,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271725,1309213500,5.68800,5.77040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271730,1309213800,5.54760,3.02092,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271735,1309214100,1.15920,3.94061,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271740,1309214400,0.48540,2.37267,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271745,1309214700,0.21840,2.37905,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271750,1309215000,2.05620,3.25723,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271755,1309215300,1.41120,2.96344,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271800,1309215600,1.31100,2.72713,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271805,1309215900,1.30860,2.33754,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271810,1309216200,2.30460,3.51589,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271815,1309216500,5.10360,4.21843,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271820,1309216800,5.39160,4.32381,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271825,1309217100,4.57140,2.82932,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271830,1309217400,2.57100,3.28277,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271835,1309217700,1.08060,3.65640,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271840,1309218000,3.52740,4.07153,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271845,1309218300,5.15100,3.20613,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271850,1309218600,3.59340,3.18378,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271855,1309218900,0.51480,2.90276,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271900,1309219200,3.51540,4.36852,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271905,1309219500,5.74800,7.81096,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271910,1309219800,6.00000,9.59604,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271915,1309220100,6.00000,8.83922,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271920,1309220400,6.00000,7.41498,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271925,1309220700,5.99880,6.45059,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271930,1309221000,5.14260,3.81926,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271935,1309221300,2.94300,2.71116,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271940,1309221600,4.06980,2.87722,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271945,1309221900,5.81580,5.17963,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271950,1309222200,5.69760,5.54687,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106271955,1309222500,5.64120,6.36117,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272000,1309222800,5.84460,5.65544,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272005,1309223100,3.54660,4.30146,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272010,1309223400,5.25900,4.10985,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272015,1309223700,5.53320,4.46751,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272020,1309224000,5.26380,4.44835,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272025,1309224300,4.26480,3.75858,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272030,1309224600,1.55640,3.69472,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272035,1309224900,3.43740,4.82197,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272040,1309225200,3.32640,4.93055,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272045,1309225500,4.12560,3.33706,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272050,1309225800,2.43300,3.84480,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272055,1309226100,1.53960,2.24812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272100,1309226400,3.32400,2.84209,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272105,1309226700,2.74260,2.56107,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272110,1309227000,2.55720,2.84848,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272115,1309227300,2.40060,2.90596,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272120,1309227600,1.36440,2.08207,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272125,1309227900,0.20760,1.99266,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272130,1309228200,0.16440,1.99266,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272135,1309228500,0.16200,1.99266,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272140,1309228800,0.14640,2.13955,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272145,1309229100,0.14940,2.19703,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272150,1309229400,2.89320,2.60897,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272155,1309229700,2.33220,2.18426,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272200,1309230000,0.51720,2.02459,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272205,1309230300,0.06540,2.02459,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272210,1309230600,0.89700,2.18426,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272215,1309230900,1.22640,2.19703,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272220,1309231200,1.64400,2.41737,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272225,1309231500,0.73560,2.33115,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272230,1309231800,3.22980,2.40141,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272235,1309232100,2.70360,2.25771,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272240,1309232400,1.73460,2.13955,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272245,1309232700,1.23000,2.17148,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272250,1309233000,0.81000,1.94795,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272255,1309233300,0.04800,1.94476,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272300,1309233600,0.05640,1.94476,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272305,1309233900,0.04980,1.94476,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272310,1309234200,0.05640,1.94476,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272315,1309234500,0.11160,1.98946,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272320,1309234800,0.61440,1.98308,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272325,1309235100,0.62100,1.97669,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272330,1309235400,2.50320,3.19655,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272335,1309235700,1.92420,3.32429,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272340,1309236000,2.13660,3.30193,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272345,1309236300,1.14540,3.04646,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272350,1309236600,1.06980,3.04008,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106272355,1309236900,2.55300,4.15137,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280000,1309237200,2.30520,4.33020,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280005,1309237500,1.70220,3.41051,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280010,1309237800,2.04300,2.73352,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280015,1309238100,0.68880,2.77503,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280020,1309238400,0.68700,2.41737,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280025,1309238700,0.48300,2.03098,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280030,1309239000,0.40560,2.00862,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280035,1309239300,0.28560,1.93837,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280040,1309239600,0.30720,1.93837,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280045,1309239900,0.30720,1.94476,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280050,1309240200,0.18720,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280055,1309240500,0.04800,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280100,1309240800,0.04740,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280105,1309241100,0.34800,2.97302,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280110,1309241400,0.06420,2.97302,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280115,1309241700,0.07980,3.01453,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280120,1309242000,0.06420,3.00814,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280125,1309242300,0.90720,2.97940,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280130,1309242600,0.06120,2.97940,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280135,1309242900,0.05340,2.97940,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280140,1309243200,0.06420,2.82932,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280145,1309243500,0.05520,2.83570,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280150,1309243800,0.06840,2.75906,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280155,1309244100,0.05820,2.68242,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280200,1309244400,0.06240,2.67923,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280205,1309244700,0.05760,2.67923,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280210,1309245000,0.06720,2.60259,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280215,1309245300,0.07440,2.64410,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280220,1309245600,0.06300,2.64091,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280225,1309245900,0.05340,2.63452,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280230,1309246200,0.06120,2.60259,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280235,1309246500,0.05640,2.60259,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280240,1309246800,0.60540,3.10075,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280245,1309247100,0.15060,2.60897,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280250,1309247400,0.06240,2.60578,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280255,1309247700,0.05400,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280300,1309248000,0.06180,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280305,1309248300,0.05460,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280310,1309248600,0.06420,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280315,1309248900,0.07140,2.53872,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280320,1309249200,0.05880,2.53553,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280325,1309249500,0.04980,2.53233,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280330,1309249800,0.06240,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280335,1309250100,0.05400,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280340,1309250400,0.05880,2.50040,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280345,1309250700,0.04800,2.50679,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280350,1309251000,0.05640,2.50679,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280355,1309251300,0.04620,2.50359,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280400,1309251600,0.06000,2.37267,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280405,1309251900,0.05220,2.37267,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280410,1309252200,0.06420,2.37267,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280415,1309252500,0.07140,2.41418,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280420,1309252800,0.06420,2.26409,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280425,1309253100,0.04980,2.25771,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280430,1309253400,0.05640,2.22577,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280435,1309253700,0.04740,2.22577,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280440,1309254000,0.05460,2.22258,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280445,1309254300,0.06960,2.03098,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280450,1309254600,0.05400,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280455,1309254900,0.04920,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280500,1309255200,0.05640,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280505,1309255500,0.04500,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280510,1309255800,0.05520,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280515,1309256100,0.06780,1.90644,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280520,1309256400,0.05640,1.90644,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280525,1309256700,0.04740,1.90005,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280530,1309257000,0.05460,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280535,1309257300,0.04800,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280540,1309257600,0.05220,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280545,1309257900,0.04320,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280550,1309258200,0.05220,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280555,1309258500,0.04560,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280600,1309258800,0.05460,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280605,1309259100,0.04740,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280610,1309259400,0.05460,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280615,1309259700,0.06540,1.90644,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280620,1309260000,0.05460,1.90005,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280625,1309260300,0.04560,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280630,1309260600,0.05220,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280635,1309260900,0.04380,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280640,1309261200,0.05100,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280645,1309261500,0.04380,1.87131,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280650,1309261800,0.05280,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280655,1309262100,0.04560,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280700,1309262400,0.05400,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280705,1309262700,0.04620,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280710,1309263000,0.05460,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280715,1309263300,0.06720,1.90324,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280720,1309263600,0.05520,1.90005,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280725,1309263900,0.04500,1.89366,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280730,1309264200,0.05220,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280735,1309264500,0.04560,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280740,1309264800,0.04740,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280745,1309265100,0.04380,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280750,1309265400,0.05400,1.86812,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280755,1309265700,0.04560,1.86492,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280800,1309266000,0.05220,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280805,1309266300,0.04560,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280810,1309266600,0.05460,1.86173,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280815,1309266900,0.06480,1.90324,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280820,1309267200,0.05460,1.90324,NaN,NaN,6.00000,31.93400,6.00000,31.93400
201106280825,1309267500,0.05160,1.89686,NaN,NaN,6.00000,31.93400,6.00000,31.93400
