YYYYMMDDhhmm,UTIS,CPU_UTIL,MEM_UTIL,NET_UTIL,DISK_UTIL,CPU_ALLOC,MEM_ALLOC,PHYS_CPUS,PHYS_MEM
201109262120,1317090000,0.14503,5.33222,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262125,1317090300,0.14357,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262130,1317090600,0.15158,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262135,1317090900,0.13337,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262140,1317091200,0.13628,5.32583,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262145,1317091500,0.16397,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262150,1317091800,0.13847,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262155,1317092100,0.15086,5.33542,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262200,1317092400,0.18802,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262205,1317092700,0.13628,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262210,1317093000,0.13337,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262215,1317093300,0.16397,5.34181,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262220,1317093600,0.13409,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262225,1317093900,0.14065,5.33542,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262230,1317094200,0.16106,5.35460,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262235,1317094500,0.17199,5.45051,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262240,1317094800,0.14430,5.49526,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262245,1317095100,0.19094,5.49526,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262250,1317095400,0.13701,5.49846,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262255,1317095700,0.13920,5.50485,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262300,1317096000,0.15814,5.50805,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262305,1317096300,0.14648,5.46010,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262310,1317096600,0.13847,5.32903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262315,1317096900,0.16543,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262320,1317097200,0.13920,5.33862,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262325,1317097500,0.13920,5.32903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262330,1317097800,0.15231,5.33222,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262335,1317098100,0.13337,5.32903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262340,1317098400,0.13409,5.33222,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262345,1317098700,0.18584,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262350,1317099000,0.13701,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109262355,1317099300,0.15158,5.35780,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270000,1317099600,0.16252,5.37059,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270005,1317099900,0.16689,5.45051,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270010,1317100200,0.13628,5.46329,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270015,1317100500,0.16252,5.45370,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270020,1317100800,0.13847,5.45370,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270025,1317101100,0.13045,5.45370,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270030,1317101400,0.15377,5.44411,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270035,1317101700,0.14430,5.34821,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270040,1317102000,0.13628,5.30345,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270045,1317102300,0.19240,5.31304,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270050,1317102600,0.16908,5.44411,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270055,1317102900,0.14430,5.46010,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270100,1317103200,0.15523,5.47288,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270105,1317103500,0.14211,5.47288,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270110,1317103800,0.13992,5.46329,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270115,1317104100,0.16325,5.46329,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270120,1317104400,0.14138,5.35460,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270125,1317104700,0.14430,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270130,1317105000,0.15669,5.31304,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270135,1317105300,0.14284,5.31304,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270140,1317105600,0.13337,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270145,1317105900,0.19094,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270150,1317106200,0.13628,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270155,1317106500,0.13992,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270200,1317106800,0.15669,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270205,1317107100,0.14357,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270210,1317107400,0.13191,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270215,1317107700,0.16543,5.30985,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270220,1317108000,0.13337,5.30985,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270225,1317108300,0.13774,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270230,1317108600,0.18657,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270235,1317108900,0.14357,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270240,1317109200,0.13628,5.30665,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270245,1317109500,0.16325,5.29706,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270250,1317109800,0.13628,5.29706,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270255,1317110100,0.14430,5.30345,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270300,1317110400,0.23758,5.31304,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270305,1317110700,0.14648,5.29706,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270310,1317111000,0.13701,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270315,1317111300,0.16033,5.30026,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270320,1317111600,0.14211,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270325,1317111900,0.14430,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270330,1317112200,0.19604,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270335,1317112500,0.14503,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270340,1317112800,0.14940,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270345,1317113100,0.16252,5.31944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270350,1317113400,0.14940,5.32903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270355,1317113700,0.14138,5.32903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270400,1317114000,0.15669,5.33222,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270405,1317114300,0.15086,5.33542,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270410,1317114600,0.13409,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270415,1317114900,0.19385,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270420,1317115200,0.13482,5.32263,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270425,1317115500,0.14138,5.32583,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270430,1317115800,0.16106,5.32583,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270435,1317116100,0.13847,5.32583,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270440,1317116400,0.13920,5.34181,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270445,1317116700,0.16980,5.34501,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270450,1317117000,0.14503,5.35141,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270455,1317117300,0.13337,5.35141,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270500,1317117600,0.15158,5.35780,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270505,1317117900,0.15377,5.36739,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270510,1317118200,0.13701,5.35141,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270515,1317118500,0.19385,5.36100,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270520,1317118800,0.14648,5.36739,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270525,1317119100,0.15231,5.37059,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270530,1317119400,0.19895,5.40575,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270535,1317119700,0.18074,5.49526,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270540,1317120000,0.15523,5.51444,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270545,1317120300,0.17563,5.52403,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270550,1317120600,0.15086,5.51444,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270555,1317120900,0.17636,5.52723,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270600,1317121200,0.17928,5.53362,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270605,1317121500,0.16835,5.47608,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270610,1317121800,0.16252,5.47288,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270615,1317122100,0.20406,5.46649,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270620,1317122400,0.15231,5.46329,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270625,1317122700,0.15377,5.47288,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270630,1317123000,0.18657,5.48887,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270635,1317123300,0.16397,5.53042,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270640,1317123600,0.17199,5.53362,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270645,1317123900,0.18292,5.55280,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270650,1317124200,0.20989,5.61034,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270655,1317124500,0.26090,5.64231,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270700,1317124800,0.29370,5.65190,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270705,1317125100,0.25871,5.67428,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270710,1317125400,0.19094,5.67108,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270715,1317125700,0.33669,5.68067,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270720,1317126000,0.20187,5.67108,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270725,1317126300,0.27693,5.63912,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270730,1317126600,0.24560,5.63912,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270735,1317126900,0.25871,5.61993,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270740,1317127200,0.18438,5.59756,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270745,1317127500,0.22228,5.61674,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270750,1317127800,0.20624,5.62952,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270755,1317128100,0.20843,5.64551,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270800,1317128400,0.22665,5.64551,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270805,1317128700,0.18657,5.64231,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270810,1317129000,0.18948,5.64551,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270815,1317129300,0.19823,5.62633,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270820,1317129600,0.16325,5.62633,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270825,1317129900,0.19895,5.64231,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270830,1317130200,0.18292,5.65510,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270835,1317130500,0.16762,5.65830,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270840,1317130800,0.20624,5.67428,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270845,1317131100,0.27402,5.69985,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270850,1317131400,0.17199,5.73182,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270855,1317131700,0.20406,5.73822,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270900,1317132000,0.22592,5.72223,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270905,1317132300,0.16252,5.71584,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270910,1317132600,0.27402,5.73502,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270915,1317132900,0.28714,5.71903,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270920,1317133200,0.18584,5.69026,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270925,1317133500,0.19604,5.70944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270930,1317133800,0.18802,5.73822,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270935,1317134100,0.17782,5.73822,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270940,1317134400,0.16033,5.73182,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270945,1317134700,0.21207,5.72863,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270950,1317135000,0.18146,5.72543,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109270955,1317135300,0.16470,5.72863,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271000,1317135600,0.20406,5.70944,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271005,1317135900,0.16179,5.69985,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271010,1317136200,0.15523,5.71264,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271015,1317136500,0.19604,5.74461,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271020,1317136800,0.19240,5.72863,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271025,1317137100,0.19021,5.75100,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271030,1317137400,0.18584,5.75740,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271035,1317137700,0.15814,5.75740,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271040,1317138000,0.21790,5.81174,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271045,1317138300,0.25507,5.80535,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271050,1317138600,0.15960,5.78297,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271055,1317138900,0.15231,5.77338,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271100,1317139200,0.16980,5.75740,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271105,1317139500,0.15158,5.76379,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271110,1317139800,0.16252,5.76379,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271115,1317140100,0.19094,5.75100,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271120,1317140400,0.15377,5.75740,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271125,1317140700,0.14648,5.74461,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271130,1317141000,0.18802,5.75740,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271135,1317141300,0.16762,5.76059,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271140,1317141600,0.16106,5.77977,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271145,1317141900,0.21353,5.78936,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271150,1317142200,0.23758,5.82453,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271155,1317142500,0.14430,5.80535,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271200,1317142800,0.17782,5.78297,NaN,NaN,7.28773,31.96800,12.75353,31.96800
201109271205,1317143100,0.15231,5.79256,NaN,NaN,7.28773,31.96800,12.75353,31.96800
